11;84
294;0
72;1
108;1
179;1
143;2
171;2
154;3
71;3
100;4
52;5
280;5
275;6
120;6
68;7
72;8
82;9
224;9
43;10
84;11
76;12
81;12
194;13
134;13
59;14
120;15
101;15
150;16
125;16
203;17
243;17
283;17
227;17
229;17
76;18
192;19
264;19
218;19
89;20
26;22
